************************************************
*    Row   * EventNumb * RunNumber *      lumi *
*    50135 *  28241582 *         1 *    141208 *
*    50210 *  28241978 *         1 *    141210 *
*    50228 *  28242416 *         1 *    141213 *
*    50405 *  28241293 *         1 *    141207 *
*    50502 *  28243115 *         1 *    141216 *
*    50655 *  28242142 *         1 *    141211 *
*    50802 *  28453872 *         1 *    142270 *
*    50930 *  28242807 *         1 *    141215 *
*    50993 *  28242976 *         1 *    141215 *
*    51019 *  28244844 *         1 *    141225 *
*    51025 *  28244862 *         1 *    141225 *
*    51110 *  28311084 *         1 *    141556 *
*    51122 *  28311123 *         1 *    141556 *
*    51144 *  28311180 *         1 *    141556 *
*    51146 *  28311183 *         1 *    141556 *
*    51158 *  28311814 *         1 *    141560 *
*    51357 *  28504107 *         1 *    142521 *
*    51438 *  28504299 *         1 *    142522 *
*    51469 *  28504390 *         1 *    142522 *
*    51622 *  28741799 *         1 *    143709 *
*    51652 *  28810464 *         1 *    144053 *
*    51679 *  28810542 *         1 *    144053 *
*    51734 *  28811097 *         1 *    144056 *
*    51828 *  28873783 *         1 *    144369 *
*    51946 *  28811271 *         1 *    144057 *
*    52008 *  28813431 *         1 *    144068 *
*    52168 *  28813849 *         1 *    144070 *
*    52267 *  28812111 *         1 *    144061 *
*    52500 *  28871096 *         1 *    144356 *
*    52572 *  28813282 *         1 *    144067 *
*    52607 *  28813375 *         1 *    144067 *
*    52788 *  28891660 *         1 *    144459 *
*    52797 *  28891693 *         1 *    144459 *
*    52851 *  28814051 *         1 *    144071 *
*    52859 *  28814071 *         1 *    144071 *
*    52949 *  28814280 *         1 *    144072 *
*    53301 *  28867201 *         1 *    144337 *
*    53524 *  28865958 *         1 *    144330 *
*    53537 *  28865981 *         1 *    144330 *
*    53556 *  28866827 *         1 *    144335 *
*    53585 *  28866934 *         1 *    144335 *
*    53602 *  28866973 *         1 *    144335 *
*    53608 *  28866981 *         1 *    144335 *
*    53667 *  28867158 *         1 *    144336 *
*    53683 *  28867195 *         1 *    144336 *
*    53777 *  28460432 *         1 *    142303 *
*    53799 *  28460485 *         1 *    142303 *
*    53814 *  28460522 *         1 *    142303 *
*    53913 *  28462940 *         1 *    142315 *
*    54028 *  68229233 *         1 *    341147 *
*    54300 *  68406318 *         1 *    342032 *
*    54362 *  72448484 *         1 *    362243 *
*    54370 *  72448498 *         1 *    362243 *
*    54466 *  72449551 *         1 *    362248 *
*    54621 * 143922174 *         1 *    719611 *
*    54733 *  75200034 *         1 *    376001 *
*    54762 *  75200113 *         1 *    376001 *
*    54770 *  75200129 *         1 *    376001 *
*    54886 *  76247617 *         1 *    381239 *
*    54972 *  77167005 *         1 *    385836 *
*    55064 *  77167253 *         1 *    385837 *
*    55178 *  76065750 *         1 *    380329 *
*    55262 *  76066138 *         1 *    380331 *
*    55336 *  76066330 *         1 *    380332 *
*    55416 *  76066524 *         1 *    380333 *
*    55454 *  76995246 *         1 *    384977 *
*    55474 *  76995302 *         1 *    384977 *
*    55484 *  76995339 *         1 *    384977 *
*    55514 *  76997619 *         1 *    384989 *
*    55542 *  76997681 *         1 *    384989 *
*    55626 *  76998691 *         1 *    384994 *
*    55843 *  78060604 *         1 *    390304 *
*    55992 *  78060969 *         1 *    390305 *
*    56309 * 157299825 *         1 *    786500 *
*    56526 *  90139782 *         1 *    450699 *
*    56538 *  90139813 *         1 *    450700 *
*    56587 *  90139946 *         1 *    450700 *
*    56637 *  92515086 *         1 *    462576 *
*    56714 *  92517282 *         1 *    462587 *
*    56832 *  92518378 *         1 *    462592 *
*    56897 *  92518947 *         1 *    462595 *
*    57007 * 101406043 *         1 *    507031 *
*    57030 * 101406084 *         1 *    507031 *
*    57035 * 101406098 *         1 *    507031 *
*    57064 * 101406169 *         1 *    507031 *
*    57232 * 101407016 *         1 *    507036 *
*    57444 *  28904202 *         1 *    144522 *
*    57573 *  28921546 *         1 *    144608 *
*    57625 *  28923076 *         1 *    144616 *
*    57632 *  28923095 *         1 *    144616 *
*    57713 *  28935311 *         1 *    144677 *
*    57774 *  28921060 *         1 *    144606 *
*    57802 *  28921138 *         1 *    144606 *
*    57803 *  28921140 *         1 *    144606 *
*    57823 *  28921180 *         1 *    144606 *
*    57877 *  28922096 *         1 *    144611 *
*    57926 *  28922833 *         1 *    144615 *
*    57949 *  28922887 *         1 *    144615 *
*    58043 *  28935914 *         1 *    144680 *
*    58093 *  28997215 *         1 *    144987 *
*    58151 *  28997371 *         1 *    144987 *
*    58160 *  28997400 *         1 *    144987 *
*    58234 *  28997590 *         1 *    144988 *
*    58289 *  28998120 *         1 *    144991 *
*    58463 *  28999534 *         1 *    144998 *
*    58477 *  28999587 *         1 *    144998 *
*    58488 *  28999812 *         1 *    145000 *
*    58547 *  28999939 *         1 *    145000 *
*    58660 *  29005231 *         1 *    145027 *
*    58800 *  29006988 *         1 *    145035 *
*    58816 *  29007819 *         1 *    145040 *
*    58883 *  29007989 *         1 *    145040 *
*    58951 *  29008148 *         1 *    145041 *
*    59008 *  29009901 *         1 *    145050 *
*    59183 *  29020554 *         1 *    145103 *
*    59264 *  29021335 *         1 *    145107 *
*    59322 *  29010481 *         1 *    145053 *
*    59444 *  29010990 *         1 *    145055 *
*    59489 *  29011504 *         1 *    145058 *
*    59617 *  29012212 *         1 *    145062 *
*    59710 *  29014057 *         1 *    145071 *
*    59784 *  29054657 *         1 *    145274 *
*    59893 *  29055344 *         1 *    145277 *
*    59905 *  29055376 *         1 *    145277 *
*    59959 *  29055518 *         1 *    145278 *
*    60189 *  29061484 *         1 *    145308 *
*    60297 *  29061771 *         1 *    145309 *
*    60306 *  29061797 *         1 *    145309 *
*    60431 *  29060908 *         1 *    145305 *
*    60450 *  29060973 *         1 *    145305 *
*    60453 *  29060979 *         1 *    145305 *
*    60549 *  29062044 *         1 *    145311 *
*    60731 *  29063331 *         1 *    145317 *
*    60805 *  29063727 *         1 *    145319 *
*    60835 *  29063792 *         1 *    145319 *
*    61055 *  29066339 *         1 *    145332 *
*    61211 *  29068011 *         1 *    145341 *
*    61524 *  29083012 *         1 *    145416 *
*    61733 *  29082183 *         1 *    145411 *
*    61799 *  29082558 *         1 *    145413 *
*    61818 *  29083202 *         1 *    145417 *
*    61837 *  29083239 *         1 *    145417 *
*    61857 *  29083286 *         1 *    145417 *
*    61951 *  29084131 *         1 *    145421 *
*    62100 *  29084487 *         1 *    145423 *
*    62179 *  29090065 *         1 *    145451 *
*    62230 *  29090183 *         1 *    145451 *
*    62364 *  29091342 *         1 *    145457 *
*    62496 *  29092078 *         1 *    145461 *
*    62672 *  29093545 *         1 *    145468 *
*    62801 *  29094290 *         1 *    145472 *
*    62907 *  29093340 *         1 *    145467 *
*    62941 *  29094020 *         1 *    145471 *
*    62944 *  29094038 *         1 *    145471 *
*    63101 *  29100416 *         1 *    145503 *
*    63103 *  29100419 *         1 *    145503 *
*    63136 *  29100518 *         1 *    145503 *
*    63270 *  29103431 *         1 *    145518 *
*    63271 *  29103432 *         1 *    145518 *
*    63315 *  29103544 *         1 *    145518 *
*    63409 *  29104406 *         1 *    145523 *
*    63415 *  29104416 *         1 *    145523 *
*    63492 *  29104584 *         1 *    145523 *
*    63519 *  29115651 *         1 *    145579 *
*    63694 *  29116678 *         1 *    145584 *
*    63742 *  29118425 *         1 *    145593 *
*    63764 *  29118487 *         1 *    145593 *
*    63802 *  29118599 *         1 *    145593 *
*    63839 *  29116090 *         1 *    145581 *
*    63855 *  29116130 *         1 *    145581 *
*    63866 *  29116165 *         1 *    145581 *
*    63899 *  29117249 *         1 *    145587 *
*    63937 *  29117354 *         1 *    145587 *
*    63958 *  29117390 *         1 *    145587 *
*    64016 *  29119724 *         1 *    145599 *
*    64183 *  29116809 *         1 *    145585 *
*    64184 *  29116810 *         1 *    145585 *
*    64207 *  29116870 *         1 *    145585 *
*    64251 *  29116983 *         1 *    145585 *
*    64418 *  29138222 *         1 *    145692 *
*    64481 *  29138365 *         1 *    145692 *
*    64541 *  29138716 *         1 *    145694 *
*    64675 *  29141043 *         1 *    145706 *
*    64773 *  29139091 *         1 *    145696 *
*    64844 *  29140651 *         1 *    145704 *
*    64897 *  29140780 *         1 *    145704 *
*    64904 *  29140790 *         1 *    145704 *
*    64947 *  29141899 *         1 *    145710 *
*    65183 *  29140283 *         1 *    145702 *
*    65200 *  29140316 *         1 *    145702 *
*    65286 *  29141354 *         1 *    145707 *
*    65317 *  29141428 *         1 *    145708 *
*    65338 *  29141469 *         1 *    145708 *
*    65420 *  29141668 *         1 *    145709 *
*    65502 *  29142066 *         1 *    145711 *
*    65518 *  29142112 *         1 *    145711 *
*    65527 *  29142135 *         1 *    145711 *
*    65566 *  29142232 *         1 *    145712 *
*    65571 *  29142249 *         1 *    145712 *
*    65650 *  29142654 *         1 *    145714 *
*    65936 *  29144343 *         1 *    145722 *
*    66089 *  29144760 *         1 *    145724 *
*    66151 *  29144898 *         1 *    145725 *
*    66195 *  29145203 *         1 *    145727 *
*    66522 *  29146604 *         1 *    145734 *
*    66601 *  29146810 *         1 *    145735 *
*    66605 *  29146821 *         1 *    145735 *
*    66637 *  29146898 *         1 *    145735 *
*    66673 *  29146991 *         1 *    145735 *
*    66720 *  29146298 *         1 *    145732 *
*    66766 *  29147213 *         1 *    145737 *
*    66799 *  29147299 *         1 *    145737 *
*    66838 *  29147400 *         1 *    145737 *
*    66884 *  29147504 *         1 *    145738 *
*    66893 *  29147524 *         1 *    145738 *
*    66949 *  29148257 *         1 *    145742 *
*    67001 *  29148373 *         1 *    145742 *
*    67154 *  29147768 *         1 *    145739 *
*    67361 *  29148704 *         1 *    145744 *
*    67603 *  29170130 *         1 *    145851 *
*    67650 *  29170858 *         1 *    145855 *
*    67665 *  29170905 *         1 *    145855 *
*    67724 *  29171072 *         1 *    145856 *
*    67773 *  29171192 *         1 *    145856 *
*    67867 *  29171678 *         1 *    145859 *
*    67887 *  29171718 *         1 *    145859 *
*    67922 *  29172009 *         1 *    145861 *
*    67981 *  29172184 *         1 *    145861 *
*    67993 *  29173015 *         1 *    145866 *
*    68081 *  29173848 *         1 *    145870 *
*    68130 *  29173976 *         1 *    145870 *
*    68256 *  29172490 *         1 *    145863 *
*    68274 *  29172534 *         1 *    145863 *
*    68439 *  29174129 *         1 *    145871 *
*    68477 *  29172624 *         1 *    145864 *
*    68580 *  29172843 *         1 *    145865 *
*    68595 *  29172890 *         1 *    145865 *
*    68634 *  29173000 *         1 *    145865 *
*    68667 *  29173273 *         1 *    145867 *
*    68709 *  29173379 *         1 *    145867 *
*    68794 *  29173570 *         1 *    145868 *
*    68988 *  29174825 *         1 *    145875 *
*    69030 *  29174919 *         1 *    145875 *
*    69069 *  30038026 *         1 *    150191 *
*    69078 *  30038048 *         1 *    150191 *
*    69347 *  29476124 *         1 *    147381 *
*    69379 *  29476211 *         1 *    147382 *
*    69439 *  29476366 *         1 *    147382 *
*    69569 *  29476899 *         1 *    147385 *
*    69606 *  29476974 *         1 *    147385 *
*    69655 *  29477080 *         1 *    147386 *
*    69828 *  29477689 *         1 *    147389 *
*    69864 *  29477765 *         1 *    147389 *
*    69898 *  29477841 *         1 *    147390 *
*    69967 *  29479602 *         1 *    147399 *
*    70049 *  29479815 *         1 *    147400 *
*    70067 *  29479853 *         1 *    147400 *
*    70123 *  30856015 *         1 *    154281 *
*    70156 *  30856095 *         1 *    154281 *
*    70304 *  30856728 *         1 *    154284 *
*    70316 *  30856757 *         1 *    154284 *
*    70437 * 129962671 *         1 *    649814 *
*    70483 * 129962789 *         1 *    649814 *
*    70564 * 143698598 *         1 *    718493 *
*    70654 * 146307003 *         1 *    731536 *
*    70710 * 146307138 *         1 *    731536 *
*    70811 * 146309840 *         1 *    731550 *
*    70817 * 146309854 *         1 *    731550 *
*    70875 * 146309984 *         1 *    731550 *
*    71051 *  31365261 *         1 *    156827 *
*    71137 *  30857239 *         1 *    154287 *
*    71143 *  30857259 *         1 *    154287 *
*    71147 *  30857266 *         1 *    154287 *
*    71166 *  30857306 *         1 *    154287 *
*    71215 *  31413817 *         1 *    157070 *
*    71365 *  31414976 *         1 *    157075 *
*    71380 *  31414999 *         1 *    157075 *
*    71394 *  31415227 *         1 *    157077 *
*    71431 *  31415326 *         1 *    157077 *
*    71443 *  31415359 *         1 *    157077 *
*    71517 *  31415535 *         1 *    157078 *
*    71528 *  31415565 *         1 *    157078 *
*    71593 *  31415716 *         1 *    157079 *
*    71706 *  31415985 *         1 *    157080 *
*    71843 *  31416362 *         1 *    157082 *
*    71868 *  31417826 *         1 *    157090 *
*    71978 *  31418093 *         1 *    157091 *
*    71980 *  31418098 *         1 *    157091 *
*    72028 *  31418200 *         1 *    157091 *
*    72029 *  31418201 *         1 *    157092 *
*    72188 *  31441262 *         1 *    157207 *
*    72191 *  31441265 *         1 *    157207 *
*    72217 *  31441327 *         1 *    157207 *
*    72457 *  31441937 *         1 *    157210 *
*    72470 *  31441970 *         1 *    157210 *
*    72550 *  31485575 *         1 *    157428 *
*    72615 *  31485722 *         1 *    157429 *
*    72656 *  31485816 *         1 *    157430 *
*    72799 *  31486179 *         1 *    157431 *
*    72845 *  31488297 *         1 *    157442 *
*    72970 *  31488571 *         1 *    157443 *
*    72992 *  31488616 *         1 *    157444 *
*    73010 *  31488664 *         1 *    157444 *
*    73132 *  31488985 *         1 *    157445 *
*    73185 *  34256910 *         1 *    171285 *
*    73294 *  38315604 *         1 *    191579 *
*    73304 *  38315623 *         1 *    191579 *
*    73315 *  38315652 *         1 *    191579 *
*    73360 *  38315776 *         1 *    191579 *
*    73372 *  38316603 *         1 *    191584 *
*    73422 *  38316714 *         1 *    191584 *
*    73536 *  35709754 *         1 *    178549 *
*    73597 *  36124316 *         1 *    180622 *
*    73636 *  48265618 *         1 *    241329 *
*    73777 *  48266362 *         1 *    241332 *
*    74055 *  37914745 *         1 *    189574 *
*    74057 *  37914750 *         1 *    189574 *
*    74228 *  38259173 *         1 *    191296 *
*    74261 *  38259673 *         1 *    191299 *
*    74311 *  38259784 *         1 *    191299 *
*    74389 *  37915579 *         1 *    189578 *
*    74550 *  37916195 *         1 *    189581 *
*    74607 *  37916732 *         1 *    189584 *
*    74918 *  38640926 *         1 *    193205 *
*    75014 *  38666004 *         1 *    193331 *
*    75073 *  38666180 *         1 *    193331 *
*    75076 *  38666184 *         1 *    193331 *
*    75131 * 121307566 *         1 *    606538 *
*    75211 * 121310390 *         1 *    606552 *
*    75241 *  39244865 *         1 *    196225 *
*    75328 *  39245482 *         1 *    196228 *
*    75365 *  39245571 *         1 *    196228 *
*    75429 *  39245754 *         1 *    196229 *
*    75501 *  39245954 *         1 *    196230 *
*    75504 *  39245963 *         1 *    196230 *
*    75519 *  39260006 *         1 *    196301 *
*    75532 *  39260046 *         1 *    196301 *
*    75599 *  39260222 *         1 *    196302 *
*    75807 *  39261558 *         1 *    196308 *
*    75830 *  44208621 *         1 *    221044 *
*    75905 *  44209202 *         1 *    221047 *
*    75917 *  44209235 *         1 *    221047 *
*    75996 *  44225633 *         1 *    221129 *
*    76223 *  29512788 *         1 *    147564 *
*    76243 *  29513052 *         1 *    147566 *
*    76255 *  29513082 *         1 *    147566 *
*    76417 *  29513491 *         1 *    147568 *
*    76464 *  29513595 *         1 *    147568 *
*    76555 *  29632634 *         1 *    148164 *
*    76561 *  29632652 *         1 *    148164 *
*    76781 *  29981842 *         1 *    149910 *
*    76872 *  29982694 *         1 *    149914 *
*    77040 *  29983944 *         1 *    149920 *
*    77102 *  29984695 *         1 *    149924 *
*    77288 *  30010992 *         1 *    150055 *
*    77398 *  30011647 *         1 *    150059 *
*    77434 *  30011744 *         1 *    150059 *
*    77439 *  30011759 *         1 *    150059 *
*    77577 *  30012337 *         1 *    150062 *
*    77671 *  30012996 *         1 *    150065 *
*    77870 *  30013323 *         1 *    150067 *
*    78047 *  30014181 *         1 *    150071 *
*    78052 *  30014190 *         1 *    150071 *
*    78090 *  30014319 *         1 *    150072 *
************************************************
